AcceptedAnswerId,Answer
"68063480","<p>Don't push your <code>settings.py</code> into a repository, because it has some important information about your application such as <code>SECRET_KEY</code> OR <code>DATABASE</code>.</p>
<p>It’s important to keep your application credentials like <strong>API Keys</strong>, <strong>Amazon S3</strong>, <strong>email</strong> parameters, <strong>database</strong> parameters safe, specially if it’s an open source repository.</p>
<p>You need to make sure that these kind of information will be stored in a secure place and don't push it into a public repository.</p>
<p>There are more files that you shouldn't push into your repository. check out this <a href=""https://djangowaves.com/tips-tricks/gitignore-for-a-django-project/"" rel=""nofollow noreferrer"">link</a> to know more about <code>.gitignore</code> files in Django projects. also there is a <a href=""https://www.gitignore.io/"" rel=""nofollow noreferrer"">website</a> that you can create your <code>.gitignore</code> files automatically.</p>
<p>Now if you want to know more about how to store these kind of informations you can use <code>environment variables</code> and also there is a package called <a href=""https://simpleisbetterthancomplex.com/2015/11/26/package-of-the-week-python-decouple.html"" rel=""nofollow noreferrer"">python-decouple</a> that you can use it for storing your important informations.</p>
"
"68105181","<p>From the structure of the file tree, its clear that .env file is placed in the root folder of the project. When checking the error message, its visible that whoever is searching for .env file is checking at the same place as settings.py.</p>
<p>So, the short answer is if you are using <strong>django-environ</strong> to keep secret-key outside, place <strong>.env</strong> file together with <strong>settings.py</strong> in the same directory.</p>
<p>For a bit more elaborated content, you can refer to this <a href=""https://alicecampkin.medium.com/how-to-set-up-environment-variables-in-django-f3c4db78c55f"" rel=""nofollow noreferrer"">link</a>. I felt it is suitable for newbies.</p>
"
"68184764","<p>As you said, secrets are not encrypted but only base64 encoded. Where secrets really add value is that they allow you to keep your passwords, keys, tokens out of  your codebase/git repos.  If you push your code to Github, you will not be pushing your secrets there. For this reason they are called secrets and add a layer of safety.</p>
<p>However, if someone gets access to your cluster, secrets will be mere plaintext to them.</p>
<p>The recommended way to store the secrets is to use a vault.</p>
<p><a href=""https://www.hashicorp.com/blog/injecting-vault-secrets-into-kubernetes-pods-via-a-sidecar"" rel=""nofollow noreferrer"">https://www.hashicorp.com/blog/injecting-vault-secrets-into-kubernetes-pods-via-a-sidecar</a></p>
"
"68461883","<p>First of all, you must also add the folder in where the <em>Constrant.swift</em> is located to <code>.gitignore</code>, and not only the file name:</p>
<pre><code>nasaAPI/Constrant.swift
</code></pre>
<p>Then if the file is already tracked (pushed on remote repository on a previous commit), you must <em>untrack</em> this file with following command:</p>
<pre><code>git rm --cache nasaAPU/Constrant.swift
</code></pre>
<p>An other way to ignore this file is to write <em>two</em> stars in front of it. Then you ignore every file with the name <em>Constrant.swift</em> in that repository. So you doesn‘t need to add the folder name where <em>Constrant.swift</em> is located before. But be careful with that:</p>
<pre><code>**/Constrant.swift
</code></pre>
<p>After that, you can add (<code>git add .</code>) your changes (edited <code>.gitignore</code> and untrack the <em>Constrant.swift</em> file) and commit (<code>git commit -m &quot;No longer tracking Constrant.swift to include in gitignore&quot;</code>) them.</p>
<p>Now, after <code>git push</code>, <em>Constrant.swift</em> isn‘t longer available on the GitHub remote repository.</p>
"
"69187250","<p><strong>ASAP:</strong> The first thing I would do is make a copy of your local branch for sanity sake, reset to the commit before the bad commit, and then force push out your branch. This will minimize the chances of someone else seeing your password file, and you can fix up your branch afterwards. Here are the commands you need (assuming the bad commit is on a branch called <code>my-branch</code>:</p>
<pre><code>git checkout my-branch # just in case it isn't checked out already
git status # make sure your status is clean, if not, stash or commit or delete the changes
git branch my-branch-bad # make a copy of it
git reset &lt;commit-id-before-bad-commit&gt; # put branch back to before the bad commit
git push --force-with-lease # push out the branch to AzDev
</code></pre>
<p>At this point the password file is no longer (easily) available on AzDev. Now let's figure out how best to recover your branch, if needed.</p>
<p><strong>If the bad commit was your latest commit</strong>, then you could be done, since you mentioned you were willing to lose that commit completely. Or, note that I purposefully suggested <code>git reset</code> without specifying a type, such as <code>--soft</code>, <code>--mixed</code>, or <code>--hard</code>, and the default is <code>--mixed</code>. This means that all of your changes will still be in your working folder. If you wish to recreate the commit, stage all of the pending files except the password file and redo the commit. Then you can push that commit out and your branch will look like how you wanted it to be in the first place.</p>
<p><strong>If the bad commit was not your latest commit,</strong> and you had other commits you wanted to keep after the commit you reset to, then reset your branch back to where it was before (by using the copied branch), and then interactive rebase to drop the bad commit:</p>
<pre><code>git reset --hard my-branch-bad # put branch back to how it was with the bad commit
git rebase -i @{u} # start an interactive rebase from the tip of the remote branch
</code></pre>
<p>The cryptic <code>@{u}</code> is shorthand for your upstream branch, which we know is currently the first commit before the bad commit because that's what we last pushed out in the first step. When the interactive rebase comes up, it will display all of the commits after what you pushed out, and the first one will be the commit you wish to drop. You can change the <code>pick</code> in the first line to either <code>drop</code> or <code>d</code>, or you can even just delete the first line, and then save and exit the file. Now continue the rebase with <code>git rebase --continue</code>. As long as the rest of the first commit you just dropped didn't have something that later commits needed, then you won't have any conflicts and the rebase will continue and finish. Your end result is the original branch except with the one bad commit omitted. You can now push out your latest version of the branch. You can also delete your copy of the bad branch since you no longer need it: <code>git branch -D my-branch-bad</code>.</p>
<p><strong>Now your branch is fixed up and you need to determine if the password file is still accessible.</strong> Since it hadn't been merged yet anywhere, I believe the answer depends on whether or not you had a PR setup on your branch yet. If you did have a PR on your branch, then unfortunately AFAIK the PR history will always contain that file in the specific Update. If there wasn't a PR on the branch, then you may be safe (enough) to not have to continue worrying about it. You (and anyone) can probably still see the commit in AzDev by directly navigating to the commit ID url, however, I can't think of any reason for someone to know that ID other than you, at this point. However, anyone who fetched during the time the bad commit was on your remote branch, would have a copy of the commit in their local copy of the repo, and could see the file if they choose to look at it.</p>
<p><strong>All that being said, if the repo is public, I wouldn't risk it</strong>, and your safest approach would be to change <em>all</em> of your passwords found in that file. It the repo is private, depending on who might possibly have access to the repo, I would at least change the passwords that you wouldn't want others in your organization to know.</p>
"
"69263740","<p>You can create a properties file, put in under your app's folder and add it to .gitignore:</p>
<p>Example of content of a properties file called <strong>passwords.properties</strong>:</p>
<pre><code>password1=123456
password2=qwerty
</code></pre>
<p>Under the plugin declaration in your build.gradle file, import the properties file and load it into a Properties object.</p>
<pre><code>def passwordsPropertiesFile = rootProject.file(&quot;app/passwords.properties&quot;)
def passwordsProperties = new Properties()
passwordsProperties.load(new FileInputStream(passwordsPropertiesFile))
</code></pre>
<p>And in order to get a value use it inside your gradle file use:</p>
<pre><code>passwordsProperties['password1']
</code></pre>
<p>If you need the values inside your application code, you can add the values to the BuildConfig either under the defaultConfig:</p>
<pre><code>defaultConfig {
    applicationId &quot;some.app.id&quot;
    minSdkVersion 21
    targetSdkVersion 30
    ...

    buildConfigField &quot;String&quot;, &quot;PASSWORD1&quot;, passwordsProperties['password1']

}
</code></pre>
<p>Or add it for a specific build type by setting the BuildConfig variable under buildTypes section:</p>
<pre><code>buildTypes {
    debug {
        buildConfigField &quot;String&quot;, &quot;PASSWORD1&quot;, passwordsProperties['debug_password1']
    }
    
    prod {
        buildConfigField &quot;String&quot;, &quot;PASSWORD1&quot;, passwordsProperties['prod_password1']
    }
}
</code></pre>
<p>To use the value in your application code use:</p>
<pre><code>BuildConfig.PASSWORD1
</code></pre>
"
"69520859","<p>The safest way to avoid making a mistake is to remove <code>or 'hard to guess string'</code>, then ensure that the <code>.env</code> in your production environment has the production secret key, and the <code>.env</code> in your develoment environment uses a separate secret. You'll want add <code>.env</code> to your <code>.gitignore</code> so that it doesn't accidentally get checked in.</p>
<p>If you haven't gotten there yet, Grinberg adds <code>python_dotenv</code> in chapter 15.</p>
"
"69840875","<p>If you are using Javascript</p>
<h2>1. Add dotenv lib in your project (npm i dotenv or yarn add dotenv)</h2>
<h2>2. Import to your main file</h2>
<pre><code>require('dotenv').config();
or
import 'dotenv/config';
</code></pre>
<h2>3. Put the variables in a file named &quot;.env&quot; in the root of your project.</h2>
<p>Inside this .env file they have to be in the format: KEY=value</p>
<pre><code>...
SECRET=123456abcdef
...
</code></pre>
<h2>4. Then to use in your project, you can use: process.env.KEY</h2>
<pre><code>...
const token = sign({email: user.email},
      process.env.SECRET,
      {subject: user.id, expiresIn: 86400}
    );
...
</code></pre>
<h2>5. 2. Add .env to .gitignore</h2>
<pre><code>//.gitignore
.env
</code></pre>
"
"69959801","<p>If you add those two files in <code>.gitignore</code> (and that is <a href=""https://newbedev.com/should-i-add-the-google-services-json-from-firebase-to-my-repository"" rel=""nofollow noreferrer"">debatable for <code>google-services.json</code></a>), you are making clear, as <a href=""https://stackoverflow.com/a/44937513/6309"">explained here</a> that others who build your code that they should be setting up their own Firebase project to host its configuration and data (because your project simply won't build with that file missing)</p>
<p>Other approaches are explained in <a href=""https://tracker.moodle.org/browse/MOBILE-3518"" rel=""nofollow noreferrer"">this issue</a></p>
<ul>
<li><p>Leave those files there (with fake data), as they are.<br />
If you want to override them in local, you can do so and then use this command to ignore the changes:</p>
<pre><code>  git update-index --assume-unchanged GoogleService-Info.plist
</code></pre>
</li>
<li><p>Convert those files to &quot;example&quot; files, and add the original ones to gitignore.<br />
A setup task should convert the example files into real files if the real ones don't exist.</p>
</li>
</ul>
"
"70078474","<p>A solution that immediately comes to my mind would be rather than upload your project to the server, you could pull it down onto the server via git.</p>
<p>I'm assuming you are using GitHub to host your code, in which case you can create a read only Deploy Key (see <strong><a href=""https://docs.github.com/en/developers/overview/managing-deploy-keys#deploy-keys"" rel=""nofollow noreferrer"">https://docs.github.com/en/developers/overview/managing-deploy-keys#deploy-keys</a></strong>) &amp; use that to authenticate your server with your GitHub Repo.</p>
<p>You could then create a <code>.env</code> file in your project folder on the server &amp; it won't be overwritten because it's in your .gitignore file.</p>
"
"67297031","<p>I am going forward with the most straightforward approach I could find.</p>
<p>I'll be storing sensitive data in local.properties file, which is not checked into version control. This works for my project as currently I am the sole admin. If more people join, I'll need to share the file's contents manually with them, but that's okay with me for now.</p>
<p>This solution won't work for teams with more collaborators, or where such roles might need to be assigned/changed dynamically.</p>
"
"67078477","<p>Okay, so the solution is way simpler.</p>
<p>According to the <a href=""https://docs.docker.com/compose/environment-variables/"" rel=""nofollow noreferrer"">documentation</a> docker-compose will utilize properties from <code>.env</code> file located in the same directory as <code>docker-compose.yml</code> is located in.</p>
<p><strong>.env:</strong></p>
<pre><code>LOKI_USER_ID=XXX
LOKI_API_KEY=YYY
</code></pre>
<p><strong>docker-compose.yml:</strong></p>
<pre><code>version: '3'

x-logging: &amp;logging
  logging:
    driver: loki
    options:
      loki-url: &quot;https://${LOKI_USER_ID}:${LOKI_API_KEY}@logs-prod-us-central.grafana.net/loki/api/v1/push&quot;

# ...
</code></pre>
<p>And simply launch with</p>
<pre><code>docker-compose up
</code></pre>
"
"66492503","<h2>TL/DR:  You don't.</h2>
<h2>Long answer:</h2>
<p>Any key that is distributed with the app can be read by the app for it to use it.  The app therefore has what it needs to read the key, even if it is encrypted or obfuscated.  An attacker can use the same technique that the app would use, to obtain the key.</p>
<p>Equally, fetching the key form an external source does not protect it.  Again an attacker can use the same channel to obtain a copy of the key.</p>
<p>Besides attacking the channel by which the app obtains the key (from an encrypted store inside the package, or from an external source), an attacker can also obtain it from the app's memory or by intercepting network transmissions.</p>
<h1>The only secure solution is to never have a copy of the key on the end user device.</h1>
<p>The key should be kept on a <strong>well secured server</strong> which will act as a middle-man between the user's device and the end service.  Any requests by the client device to the end service needs to be routed via this server.</p>
<p>The server, having the &quot;global project keys&quot;, should make the requests to the end service on the behalf of the end user, and return the result (and never any keys) to the client.  For the client to use this server, a per-user authenticated session must be used.  The server must validate this session for every request prior to forwarding the request on to the end service.</p>
<h2>Summary:</h2>
<p>Use a secure server between the client and the end service to make requests on behalf of clients using the global key.</p>
<p>EDIT:
Side note:  There is a distinction that needs to be made between per-user keys and keys that are project-wide.  It is acceptable to keep keys that are specific to one individual person on that user's device.</p>
"
"64533059","<blockquote>
<p>I see, so I would need to provide the values to them somehow, and have them configure it manually?</p>
</blockquote>
<p>Yes, but if those values are sensitive, there should not be stored in the Git repository in the first place.<br />
Which means your README (in that git repository) should include instructions in order for a user to:</p>
<ul>
<li>fetch those values</li>
<li>build the env file</li>
</ul>
"
"64519663","<p>Generally the way that folks pass secrets to their code is through the environment, which is considered a best practice.  Here's why:</p>
<ul>
<li>Secrets in the environment are never written to disk, so there's much less accidental risk of discovery or disclosure.</li>
<li>Secrets in the environment are only visible to other processes with the same user ID, which is helpful when deploying to hardware.</li>
</ul>
<p>If your credentials are small enough, you can use the secret store or environment store of whatever provider you're using.  All major CI providers have this and I expect most major hosting sites do as well; I know Heroku does.  Things like SSH keys which <em>must</em> be files can be written to disk from the environment, ideally into a temporary directory which is cleaned up.</p>
<p>If you're deploying to your own infrastructure, generally you'll have some encrypted secret store for this purpose.  Vault is a common one.</p>
<p>If you need credentials that are for development, you can structure your code such that there's a safe default (like the hard-coded phrase <code>secret</code>) for development use if no variable is set, or you can provide a set of fallbacks in development and test code.  Some projects also use <code>.env</code> files, although this requires additional code which some people don't want to install.</p>
<p>If you have huge credentials that you cannot store in your secret store, you can <a href=""https://docs.github.com/en/free-pro-team@latest/actions/reference/encrypted-secrets"" rel=""nofollow noreferrer"">encrypt them and store the passphrase in the secret store</a>.</p>
"
"63287086","<p>Its not the Heroku issue, any platform will need files required in the app to build.</p>
<p>Also, sensitive data (keys file) must not be pushed to Git. You will need to make some changes in your app where ever you are requiring keys file, read all those properties from environment variable like process.env.{key_name}, and in Heroku set this sensitive property in the environment variable.</p>
<p>Check this link</p>
<p><a href=""https://devcenter.heroku.com/articles/config-vars"" rel=""nofollow noreferrer"">https://devcenter.heroku.com/articles/config-vars</a></p>
<p>Hope you got the idea.</p>
"
"63173572","<p>Just add the file you want to ignore, like:</p>
<pre><code>secrets/passwords.txt
</code></pre>
<p>Note, that in order to explicitly negate ignoring (which should not be necessary in your case), you can use <code>!</code> prefix, like:</p>
<pre><code>!secrets/passwords.txt.template  //! will negate the instruction
</code></pre>
"
"63083003","<p>GitHub, like other CI providers, redacts most secrets from the logs.  It considers a variety of formats and tries to scrub them.  However, in general, you should be careful to avoid printing them to the logs because no system is foolproof and not every possible encoding can be considered.</p>
<p>If you're worried about forked repositories trying to access your secrets, <a href=""https://docs.github.com/en/actions/configuring-and-managing-workflows/creating-and-storing-encrypted-secrets#using-encrypted-secrets-in-a-workflow"" rel=""noreferrer"">they can't</a>; that's specifically not allowed for the reason you describe.  So if someone opens a PR against your repository, they won't be able to access the secrets unless the branch is in your repository (in which case, don't grant that person write access to your repo).  It's presumed that you'll perform basic code review to catch any malicious code before merging, so a bad actor won't be able to run any code with the secrets for your repository.</p>
<p>In general, though, using environment variables as a way to pass secrets to programs is a best practice, assuming the running system and programs are trusted.  Other users on the system cannot see the environment, and in a CI system the system and programs are assumed to be trusted.</p>
"
"62947718","<p>You have multiple ways to do it. Below are some of them.</p>
<ol>
<li>Store your .env file to S3 with proper permission with encryption at rest. Every time you deploy the app from SCM (Source Code Management) your deployment script will pull the .env from S3 to the app working directory. But to do so, your instance must have a role with proper policy bind to it that enables access to the S3 bucket where .env is stored.</li>
<li>Utilize AWS Secret Manager. This way you can fetch the variables directly using AWS SDK from your app, without needing the .env file, what it does, it that AWS Secret Manager store your variables (replacing the .env file) and by using AWS SDK within the app, you can retrieve those values and can directly integrate with the app logic. <a href=""https://aws.amazon.com/blogs/aws/aws-secrets-manager-store-distribute-and-rotate-credentials-securely/"" rel=""nofollow noreferrer"">https://aws.amazon.com/blogs/aws/aws-secrets-manager-store-distribute-and-rotate-credentials-securely/</a></li>
</ol>
"
"62712369","<p>No.</p>
<p>Preferred way is to have a file called <code>.env.sample</code> This will contain all the keys with random or no values in it. Any developer who clones the repo, will get to know the env_vars that are needed to run/build the project.</p>
<p>Within the teams, have a secrets sharing mechanism. There are lots of tools available to solve this.</p>
<p>First time after cloning the repo, the developers needs to run <code>cp .env.sample .env</code> and copy the values from the secret manager.</p>
<p>Make sure to add <code>.env</code> to <code>.gitignore</code> so no-one accidently pushes the <code>.env</code> containing secrets to the repo.</p>
"
"61361734","<p>After some more research I stumbled upon a support-forum entry on gitlab.com, which exactly describes my situation (unfortunately it got deleted in the meanwhile) and it got solved by the same approach I was trying to use, namely this:</p>
<pre><code>...
script:
- cp $DOTENV_STAGE $CI_PROJECT_DIR/.env
...
</code></pre>
<p>in my .gitlab-ci.yml</p>
<p>The part I was actually missing was adjusting my <code>.dockerignore</code>-File accordingly (removing <code>.env</code> from it) and then removing the line</p>
<pre><code>COPY .env ./.env
</code></pre>
<p>from my <code>Dockerfile</code></p>
<p><strong>An alternative approach</strong> I thought about after <a href=""https://stackoverflow.com/a/61357756/5168701"">joyarjo's answer</a> could be to use a <a href=""https://kubernetes.io/docs/tasks/configure-pod-container/configure-pod-configmap/"" rel=""nofollow noreferrer"">ConfigMap for Kubernetes</a>. But I didn't try it yet</p>
"
"61335226","<p>This problem occurred because of a misunderstanding of mine, which I thought the secret values should show up in the logs if they are passed to the action correctly.</p>
<p>I am combining the answers of <a href=""https://stackoverflow.com/a/61313152/4919731"">Ben Winding</a> and <a href=""https://stackoverflow.com/users/8705432/bk2204"">bk2204 </a> to make it clear.</p>
<p><strong>Secret values are scrubbed in action logs</strong>. Don't expect to see the actual values in the action logs. Getting the scrubbed text means the value has been passed to the action. you can use the value within the script but you cant see them in the logs. Check <a href=""https://stackoverflow.com/a/61313152/4919731"">Ben's Answer</a> for How you can see the values, but it is not recommended.</p>
"
"60645658","<p>Git doesn't provide a way to ignore changes to tracked files.  The <a href=""https://git-scm.com/docs/git-update-index#_notes"" rel=""nofollow noreferrer"">documentation</a> specifically recommends the solution that answers to other questions have provided.  There are techniques people use to try to trick Git, but that same documentation passage explains why those don't work and why the right solution is to use separate files.</p>
"
"60360317","<p>Simple answer is <strong>YES</strong>, .env is used to store keys and secrets. It is not pushed to your repo i.e. github or bitbucket or anywhere you store your code. In that way it is not exposed.</p>

<p>Here are the tutorial links for correct usage: </p>

<ul>
<li><a href=""https://stackabuse.com/managing-environment-variables-in-node-js-with-dotenv/"" rel=""noreferrer"">managing-environment-variables-in-node-js-with-dotenv</a> </li>
<li><a href=""https://codeburst.io/how-secure-is-your-environment-file-in-node-js-7c4d2ed0d15a"" rel=""noreferrer"">how-secure-is-your-environment-file-in-node-js</a></li>
</ul>
"
"59506016","<p>You don't include the token in your package, instead you would read it from your environment. You can then read those variables in your package.</p>

<p>For example, if you export the variables as environment variables, you can read them via <a href=""https://nodejs.org/dist/latest-v8.x/docs/api/process.html#process_process_env"" rel=""nofollow noreferrer""><code>procss.env</code></a>.</p>

<pre class=""lang-js prettyprint-override""><code>var clientId = process.env.MY_CLIENT_ID;
var clientSecret = process.env.MY_CLIENT_SECRET;

console.log(clientId, clientSecret);
</code></pre>

<p>Then in your shell or dot files that init your shell, you can simple export the values.</p>

<pre class=""lang-sh prettyprint-override""><code>export MY_CLIENT_ID='myid'
export MY_CLIENT_SECRET='mysecret'
</code></pre>

<p>For use with a continuous integration service, there should be a way to create secret or hidden environment variables (<a href=""https://docs.travis-ci.com/user/environment-variables/"" rel=""nofollow noreferrer"">for example with Travis CI</a>).</p>

<hr>

<p>Alternately, if you need to use those same credentials, and you don't want people to be able to access those credentials, you would have to setup a server that accepts requests from clients and performs those actions using your credentials.</p>
"
"59065423","<p>If you want to totally ignore the files, you should add them to your <a href=""https://git-scm.com/docs/gitignore"" rel=""nofollow noreferrer""><code>.gitignore</code></a>.</p>

<p>If you wish to ""hide"" only the credentials, that depends on your deployment and your build process. One way is using a vault (again, depending on your system).</p>

<p>Another option would be reading credentials from some environment variable, that'll be set in a secured manner somewhere else.</p>
"
"58783284","<p>You're handling secrets correctly by not putting those secrets into your repository unencrypted.  To fix this issue, what I usually do is to add a second check in settings.py</p>

<pre><code>if os.path.exists('secrets.json'):
   # read secrets from json file
else:
    SECRET_KEY = os.environ['DJANGO_SECRET_KEY']
</code></pre>

<p>And in heroku, you would set an environment variable with that name with <a href=""https://devcenter.heroku.com/articles/config-vars#managing-config-vars"" rel=""nofollow noreferrer"">the value that you want using config vars</a>.  This way your secrets are available to heroku and to local, but not put in your repository.  </p>
"
"58470050","<p>Instead of BFG, try the <a href=""https://github.com/newren/git-filter-repo"" rel=""nofollow noreferrer"">new <code>git filter-repo</code></a>, which <a href=""https://stackoverflow.com/a/58251653/6309"">will replace the old <code>git filter-branch</code> or BFG</a></p>
<p>Example:</p>
<blockquote>
<p>To replace the text 'password' with 'p455w0rd':</p>
<pre><code>git filter-repo --replace-text &lt;(echo &quot;password==&gt;p455w0rd&quot;)
</code></pre>
</blockquote>
<p>But the end result will be the same: a new commits history, not just for your current branch, but for <em>all</em> branches (where your password was found)<br />
That means a <code>git push --all --force</code>, to override the history of the remote repository.</p>
<p>If the password was added only in the PR branch then removed, filter only that PR branch instead of everything, then rebase that new history on top of <code>upstream/master</code></p>
<p>Before password removal:</p>
<pre><code>        u--u--u     (upstream/master)
       /
x--x--x             (master)
       \
        pr--pr--pr  (pull-request branch)
</code></pre>
<p>After password removal, using <code>--refs pr</code> (replace 'pr' by the name of your pull-request branch: git filter-repo --replace-text &lt;(echo &quot;password==&gt;p455w0rd&quot;) --refs pr)</p>
<pre><code>        u--u--u     (upstream/master)
       /
x--x--X             (master)
      |\
      | pr'--pr'--pr'  (new pull-request branch)
       \
        pr--pr--pr  (old pull-request branch)
</code></pre>
<p>You need to rebase that new branch on top of upstream/master, assuming that upstream is the original repository to where you are making a PR.</p>
<pre><code>git fetch upstream
git switch pr
git rebase upstream/master
</code></pre>
<p>Then the PR would only include your commits, not every commits since the beginning of time.</p>
"
"58022358","<p>If your source code is open source, you probably should NOT check it in.  The issue is not so much safety as it is confusion from others who use your source code.  Every instance of your app should be running in a different project so they don't overwrite each others' data.</p>

<p>If your source is NOT open source, and all of your coworkers are using the same project to collaborate, then it's not a problem.  But everyone sharing a project is not a great idea since all of their changes to the project might still conflict with each other.</p>

<p>In general, it's better not to share your project configuration unless everyone needs to use it.</p>
"
"57889807","<p>You can use git built-in git-filter-branch, for more refer to <a href=""https://stackoverflow.com/a/57473979/6521116"">this answer</a>.</p>

<pre><code>git filter-branch --force --index-filter 'git rm --cached --ignore-unmatch filepattern' --prune-empty --tag-name-filter cat -- --all
</code></pre>
"
"57889673","<p>If you are going to be passing the contents of the environment data file to React, which is client-side code, then it isn't likely to be very useful for keeping things secret.</p>

<p>Mostly this will be useful for keeping your various environments separate (e.g. so you don't accidentally use the URL for your test API server in the production deployment of your app).</p>

<p>If you were using this for server-side code, then it would be useful to keep your secrets secret and not publishing them in a git repository (that you might want to allow other people access to).</p>

<p>Whether or not the environment data file would be deployed to your server would depend on your deployment process. If your deployment process consisted of nothing more than checking out your git repository to the live server, then no, it wouldn't be deployed.</p>
"
"57418239","<p>Credentials can always end up in the wrong hands, so if you give any credentials to anyone - for any purpose - always make sure they have the absolute minimum amount of access they need, i.e. just enough privileges to do what they need to do, and not a bit more.</p>

<p>Good practice would also suggest to rotate those credentials on a regular basis, and also to track from where and when they are being used by taking a look at your cloudtrail logs. </p>

<p>For example if you give a set of credentials access to a particular bucket for putting s3 objects into it - and those credentials are seen trying to start ec2 instances instead, or write to a different s3 buckets (for example), its a good chance someone else has them and is trying to see what 'else' they can do with them.</p>

<p>You really just can't give them out and forget about them - you need to monitor how they are being used - how often will depend on how critical your data is.</p>
"
"57337331","<h2><strong>Short answer :</strong></h2>
<p>Obfuscate or Encrypt your google map API key according to <a href=""https://developers.google.com/maps/api-key-best-practices"" rel=""noreferrer"">Google Map Documentation</a> :</p>
<blockquote>
<p>On mobile apps that use Maps Web Service APIs, consider one or more    of the following techniques to further safeguard your apps and API<br />
keys:</p>
<ul>
<li><p>Apply an API restriction on the API key. This action narrows the    scope of the API key to the APIs you associate with the key.<br />
Obfuscate or encrypt the API key. This action complicates key<br />
scraping attempts directly from the application.</p>
</li>
<li><p>Use CA pinning or certificate pinning to verify the server resources    are valid. CA pinning checks that a server's certificate
was issued    by a trusted certificate authority, and prevents
Man-In-The-Middle    attacks that could lead to a third party
discovering your API key.    Certificate pinning goes further by
extracting and checking the    public key included in the server
certificate. Pinning is useful for    mobile clients communicating
directly with Google servers, as well as    mobile clients
communicating with the developer's own proxy server.</p>
</li>
<li><p>Use a proxy server.</p>
</li>
</ul>
</blockquote>
<p>You can use many encryption or obfuscation ways you can find easily with just a quick search, One common way is to base64 encoding the key in C++ as a library and to use it just call a function in your Java class, because C++ codes after compiling is more hard to decompile than your Java classes.</p>
<p><a href=""https://medium.com/programming-lite/securing-api-keys-in-android-app-using-ndk-native-development-kit-7aaa6c0176be"" rel=""noreferrer""><strong>Tutorial of doing it with NDK</strong></a></p>
<h2>Long Answer: IT DEPENDS</h2>
<p>You can not do anything in client side to proof your code against decompiling and specially make one hard coded string immune to get extracted.</p>
<p><strong>So what you should do ?</strong></p>
<p>It's a trade-off, at First you should see how much your Key is important for you, Who will try to access it and how much time it worth for him to put on hacking your app. With Encryption or obfuscation we just make it harder, So we need more professional person with more time to hack it(Basically with every layer of security we add to it we are doing that.)</p>
<p>If it's too secret and if It's leak will have cause many problem for you and it's critical you should store it in a server, Then you should request to that server and that server will do API call with your key Or with something like a JWT Token.</p>
<p><strong>But</strong> in case of Google Map API as long as you monitor it and configure it correctly, leaking your key will not cause many problems for you.</p>
"
"57103663","<p>Unfortunately, keeping any key in your React client, even if you are using gitignore and an <code>.env</code> file, is not secure. As pointed out by @ClaudiuCreanga,  React environment variables are embedded in the build and are publicly accessible.</p>

<p>You should really only save API keys or secrets in your backend such as Node / Express. You can have your client send a request to your backend API, which can then make the actual API call with the API key and send the data back to your client. </p>
"
"50748993","<p>I think <a href=""https://rtyley.github.io/bfg-repo-cleaner"" rel=""nofollow noreferrer"">BFG Repo-Cleaner</a> is exactly what you're looking for.</p>

<p>You can use it to <em>replace</em> or <em>remove</em> sensitive information contained in the working tree (like for example a password) throughout the history of the repository. Here's an example from their <a href=""https://rtyley.github.io/bfg-repo-cleaner/#usage"" rel=""nofollow noreferrer"">documentation</a>:</p>

<pre><code>bfg --replace-text passwords.txt /path/to/repository
</code></pre>

<p>The <code>passwords.txt</code> file would then contain a series of strings to match together with what value they should be replaced with. For example:</p>

<pre><code>password             # Replaces the string 'password' with '***REMOVED***' (default)
password==&gt;DELETED   # Replaces the string 'password' with 'DELETED'
password==&gt;          # Replaces the string 'password' with an empty string
regex:password.+==&gt;  # Replaces using a regular expression with an empty string
</code></pre>

<p>As with <code>git-filter-branch</code>, this is a <a href=""https://git-scm.com/book/en/v2/Git-Tools-Rewriting-History"" rel=""nofollow noreferrer"">rewrite history</a> operation, so the usual disclaimer applies.</p>
"
"50439541","<p>In both open source and closed source applications, credentials should not be stored with the source code.</p>

<p>Multiple solutions exist to store credentials, you can store them into environment variables, into a property file added in <code>.gitignore</code> or if you want a more elaborate solution you can use a dedicated tool such as <a href=""https://www.vaultproject.io/"" rel=""nofollow noreferrer"">HashiCorp Vault</a>. There is an interesting official Spring blog post exploring this solution : <a href=""https://spring.io/blog/2016/06/24/managing-secrets-with-vault"" rel=""nofollow noreferrer"">Managing Secrets with Vault</a>.</p>
"
"49930982","<p>This is a common misunderstanding about the way .gitignore works we all met at some point when working with Git: .gitignore will ignore all files that are not being tracked yet; indeed, files that are already being tracked in your Git repository are not ignored by your .gitignore setup.</p>

<p>To fulfil your need, it would be sufficient to untrack the files that you desire to ignore, i.e. in your case the appsettings.json file.
As reported in your question's comments, this has been answered already <a href=""https://stackoverflow.com/questions/1274057/how-to-make-git-forget-about-a-file-that-was-tracked-but-is-now-in-gitignore"">here</a>. Then, your .gitignore setup will work as you would expect.</p>
"
